标题,iF,分区
IEEE ANNALS OF THE HISTORY OF COMPUTING,0.741,Q2 Q4Q2
JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,0.741,Q4 Q4Q4
JOURNAL OF ADULT DEVELOPMENT,0.741,Q4
South African Journal of Psychiatry,0.741,Q4 Q4Q4
Annals of Functional Analysis,0.74,Q3 Q3Q4
GEOLOGY OF ORE DEPOSITS,0.74,Q4 Q4Q4
Complex Analysis and Operator Theory,0.739,Q3 Q3Q4
International Journal of Wavelets Multiresolution and Information Processing,0.739,Q4 Q4Q4
Academia-Revista Latinoamericana de Administracion,0.739,Q4 Q4Q4
Computational Methods and Function Theory,0.738,Q3 Q3Q4
Gesunde Pflanzen,0.738,Q4
IEEE Pulse,0.738,Q4
ERDE,0.737,Q4 Q4Q4Q4
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,0.737,Q4 Q4Q4
Ultrasound Quarterly,0.737,Q4
ADVANCES IN GEOMETRY,0.736,Q3
Revista de Cercetare si Interventie Sociala,0.736,Q3
Journal of Electrical Engineering & Technology,0.736,Q4
Journal of the History of Economic Thought,0.735,Q1 Q1Q2
REFERENCE SERVICES REVIEW,0.735,Q4
Advances in Mathematics of Communications,0.734,Q4 Q4Q4
NORDIC JOURNAL OF BOTANY,0.734,Q4
PROCESS SAFETY PROGRESS,0.734,Q4
Philosophia Mathematica,0.733,Q2
Asia Pacific Journal of Education,0.733,Q4
FORUM MATHEMATICUM,0.733,Q3 Q3Q4
Symmetry Integrability and Geometry-Methods and Applications,0.733,Q4
AFRICAN JOURNAL OF MARINE SCIENCE,0.733,Q4
INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,0.733,Q4
JOURNAL OF BIOLOGICAL SYSTEMS,0.733,Q4 Q4Q4
TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,0.733,Q4
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0.733,Q4
International Journal of Cultural Studies,0.732,Q2
REVUE SUISSE DE ZOOLOGIE,0.732,Q4
ACTA PHYSICA SINICA,0.732,Q4
International Journal of Ventilation,0.732,Q4 Q4Q4
JOURNAL OF COMBINATORIAL DESIGNS,0.731,Q3
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,0.731,Q3 Q4Q3
AGRICULTURAL AND FOOD SCIENCE,0.731,Q3 Q3Q4
Indian Journal of Traditional Knowledge,0.731,Q4
BEHAVIORAL INTERVENTIONS,0.731,Q4
International Journal of Psychological Research,0.731,Q4
MATERIALS TRANSACTIONS,0.731,Q4 Q4Q4
Archives of Rheumatology,0.731,Q4
ADVANCES IN APPLIED PROBABILITY,0.73,Q3
ZENTRALBLATT FUR CHIRURGIE,0.73,Q4
DEFENCE SCIENCE JOURNAL,0.73,Q4
NEW REPUBLIC,0.73,Q4
Language Assessment Quarterly,0.729,Q3 Q3Q4
Action Research,0.729,Q4 Q4Q4
JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,0.729,Q4
Clinics in Podiatric Medicine and Surgery,0.729,Q4
International Journal of Acoustics and Vibration,0.729,Q4 Q4Q4Q4
Journal of the Belgian Society of Radiology,0.729,Q4
Nationalities Papers-The Journal of Nationalism and Ethnicity,0.728,Q1 Q3Q4Q1Q4
Journal of Noncommutative Geometry,0.727,Q3 Q3Q4Q4
PAN-PACIFIC ENTOMOLOGIST,0.727,Q3
Cultura y Educacion,0.727,Q4
Ocean Science Journal,0.726,Q4 Q4Q4
ENVIRONMENTAL FORENSICS,0.726,Q4
Language Acquisition,0.725,Q3
PHILOSOPHY OF THE SOCIAL SCIENCES,0.725,Q4
NATURAL AREAS JOURNAL,0.725,Q4 Q4Q4
Journal of the Korean Astronomical Society,0.725,Q4
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,0.725,Q4 Q4Q4
CURRENT SCIENCE,0.725,Q4
Journal of the Faculty of Engineering and Architecture of Gazi University,0.724,Q4
INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,0.724,Q4 Q4Q4
CEREAL FOODS WORLD,0.724,Q4
CHILD WELFARE,0.723,Q4 Q4Q4
Australian Journal of General Practice,0.723,Q4
Journal of Substance Use,0.723,Q4
Malaysian Journal of Computer Science,0.723,Q4 Q4Q4
Asian Economic Journal,0.722,Q4
NOTORNIS,0.721,Q3
Latin American Journal of Aquatic Research,0.721,Q4 Q4Q4
INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,0.721,Q4
ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,0.72,Q4
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,0.72,Q4 Q4Q4
Chemical Industry & Chemical Engineering Quarterly,0.72,Q4 Q4Q4
COMPTES RENDUS MATHEMATIQUE,0.719,Q3
Series-Journal of the Spanish Economic Association,0.719,Q4
ACTA BIOTHEORETICA,0.719,Q4
Archives of Biological Sciences,0.719,Q4
Russian Journal of Physical Chemistry A,0.719,Q4
JOURNAL OF NUMBER THEORY,0.718,Q3
INTERFACES AND FREE BOUNDARIES,0.718,Q3 Q3Q4
WISCONSIN LAW REVIEW,0.717,Q3
Contemporary Southeast Asia,0.717,Q3 Q3Q4Q4
EQUINE VETERINARY EDUCATION,0.717,Q3
Turkish Journal Of Medical Sciences,0.717,Q4
TURKISH JOURNAL OF BIOLOGY,0.716,Q4
RUSSIAN JOURNAL OF GENERAL CHEMISTRY,0.716,Q4
SAGE Open,0.715,Q4
Representation Theory,0.714,Q3
Logopedics Phoniatrics Vocology,0.714,Q4 Q4Q4
CARNETS DE GEOLOGIE,0.714,Q4 Q4Q4
POLITICA Y GOBIERNO,0.714,Q4
HIGH ABILITY STUDIES,0.714,Q4 Q4Q4
International Journal of Ad Hoc and Ubiquitous Computing,0.714,Q4 Q4Q4
INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,0.714,Q4
Revista Caatinga,0.713,Q4
AFRICAN JOURNAL OF ECOLOGY,0.713,Q4
MINERVA CARDIOANGIOLOGICA,0.713,Q4
Journal of Mathematics,0.712,Q3
ECONOMIC RECORD,0.712,Q4
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,0.712,Q4 Q4Q4
Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,0.712,Q4
AMERICAS,0.711,Q1
HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,0.711,Q4
SIGMOD RECORD,0.711,Q4 Q4Q4
Australian Economic Review,0.711,Q4
IRANIAN JOURNAL OF FISHERIES SCIENCES,0.711,Q4
African Journal of Reproductive Health,0.711,Q4
JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,0.71,Q4 Q4Q4
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,0.71,Q4
Economics of Governance,0.71,Q4
Journal of Applied Spectroscopy,0.71,Q4
Journal of Elementology,0.71,Q4
AMERICAN SCIENTIST,0.71,Q4
JOURNAL OF PORTFOLIO MANAGEMENT,0.709,Q4
Occupational Therapy International,0.709,Q4 Q4Q4
Statistics in Biopharmaceutical Research,0.709,Q3 Q4Q3
Current Legal Problems,0.708,Q3
POLITICAL SCIENCE,0.708,Q4
REFERENCE & USER SERVICES QUARTERLY,0.708,Q4
Elektronika Ir Elektrotechnika,0.707,Q4
Noropsikiyatri Arsivi-Archives of Neuropsychiatry,0.707,Q4
SIBERIAN MATHEMATICAL JOURNAL,0.705,Q3
INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,0.705,Q3 Q3Q4
Asia-Pacific Journal of Accounting & Economics,0.705,Q4 Q4Q4
ORNITHOLOGICAL SCIENCE,0.705,Q3
ECONOMIC AND SOCIAL REVIEW,0.705,Q4 Q4Q4
Hepatitis Monthly,0.705,Q4
GAYANA BOTANICA,0.705,Q4
QUARTERLY JOURNAL OF MATHEMATICS,0.704,Q3
TROPICAL ZOOLOGY,0.704,Q4
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,0.704,Q3
UNFALLCHIRURG,0.704,Q4 Q4Q4
Data Technologies and Applications,0.704,Q4 Q4Q4
NAVAL RESEARCH LOGISTICS,0.704,Q4
Convergencia-Revista de Ciencias Sociales,0.704,Q4
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,0.703,Q2 Q4Q4Q2
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,0.703,Q4 Q4Q4Q4
Journal of Infection in Developing Countries,0.703,Q4
REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,0.703,Q4
Tropical Grasslands-Forrajes Tropicales,0.703,Q4 Q4Q4
JOURNAL OF NEW MUSIC RESEARCH,0.702,Q4
Logica Universalis,0.702,Q2
CRYOLETTERS,0.702,Q4 Q4Q4
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0.701,Q4 Q4Q4
JOURNAL OF LABOR RESEARCH,0.7,Q4
African Journal of Wildlife Research,0.7,Q4 Q4Q4
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,0.7,Q4
ENVIRONMENT AND HISTORY,0.698,Q1 Q4Q1
Language and Literature,0.697,Q3
PACIFIC JOURNAL OF MATHEMATICS,0.697,Q3
JOURNAL OF FAMILY THERAPY,0.697,Q4 Q4Q4
Materiali in Tehnologije,0.697,Q4 Q4Q4
Anuario De Psicologia Juridica,0.696,Q3 Q3Q4
ANATOMIA HISTOLOGIA EMBRYOLOGIA,0.696,Q3 Q4Q3
NATURAL RESOURCES JOURNAL,0.696,Q3 Q4Q3
REVISTA BRASILEIRA DE PALEONTOLOGIA,0.696,Q4
Complex Variables and Elliptic Equations,0.695,Q3
Horticultural Science & Technology,0.695,Q3
HISPANIC JOURNAL OF BEHAVIORAL SCIENCES,0.695,Q4
M S-MEDECINE SCIENCES,0.695,Q4
JOURNAL OF FAMILY PRACTICE,0.694,Q4 Q4Q4
Periodica Mathematica Hungarica,0.693,Q3 Q3Q4
ACTA VETERINARIA-BEOGRAD,0.693,Q3
Acta Herpetologica,0.692,Q4
Education and Treatment of Children,0.692,Q4 Q4Q4
Journal of Credit Risk,0.692,Q4
European Journal of Health Psychology,0.692,Q4
International Journal of Pharmacology,0.692,Q4
Journal of Environmental Protection and Ecology,0.692,Q4
MICHIGAN MATHEMATICAL JOURNAL,0.691,Q3
International Journal of Disability Development and Education,0.691,Q4 Q4Q4
Families In Society-The Journal of Contemporary Social Services,0.691,Q4 Q4Q4
Acta Botanica Mexicana,0.691,Q4
FOLIA BIOLOGICA,0.691,Q4 Q4Q4
Law and History Review,0.69,Q1 Q1Q2Q3
Netherlands Quarterly of Human Rights,0.69,Q3
JOURNAL OF OPERATOR THEORY,0.69,Q3
Qualitative Research in Accounting and Management,0.69,Q4 Q4Q4
African Health Sciences,0.69,Q4
Nauplius,0.69,Q4 Q4Q4
SOCIOBIOLOGY,0.69,Q3
CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,0.69,Q4 Q4Q4Q4Q4
Open Life Sciences,0.69,Q4
RUSSIAN JOURNAL OF APPLIED CHEMISTRY,0.69,Q4
Review of Keynesian Economics,0.689,Q4
Journal of Applied Fluid Mechanics,0.689,Q4 Q4Q4
Revista de Geografia Norte Grande,0.689,Q4 Q4Q4
International Journal on Artificial Intelligence Tools,0.689,Q4 Q4Q4
SALUD MENTAL,0.689,Q4
Music Education Research,0.688,Q4
JOURNAL OF JAPANESE STUDIES,0.688,Q3
Communications in Applied Mathematics and Computational Science,0.688,Q4 Q4Q4
ACM Transactions on Computational Logic,0.688,Q2 Q4Q2
Nonlinear Dynamics Psychology and Life Sciences,0.688,Q4 Q4Q4
Lex Localis-Journal of Local Self-Government,0.688,Q4 Q4Q4
WOOD RESEARCH,0.688,Q3
ANNALS OF CARNEGIE MUSEUM,0.688,Q4 Q4Q4
ANIMAL SCIENCE PAPERS AND REPORTS,0.688,Q4
Journal of Australian Political Economy,0.688,Q4 Q4Q4
GEOCHEMISTRY INTERNATIONAL,0.688,Q4
BOIS ET FORETS DES TROPIQUES,0.688,Q4
Prague Economic Papers,0.687,Q4
Journal of Ovonic Research,0.687,Q4 Q4Q4
Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical Sciences,0.686,Q2 Q2Q3
Review of Cognitive Linguistics,0.686,Q3
Journal of Electrical Engineering-Elektrotechnicky Casopis,0.686,Q4
Journal of Logical and Algebraic Methods in Programming,0.685,Q2 Q4Q2
European Poultry Science,0.685,Q4
Australian Journal of Linguistics,0.684,Q3
Anthropology Southern Africa,0.684,Q3
World Rabbit Science,0.684,Q4
Boletin de la Asociacion de Geografos Espanoles,0.684,Q4
Portuguese Economic Journal,0.684,Q4
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,0.684,Q4 Q4Q4Q4
Stratigraphy,0.683,Q4 Q4Q4
Topological Methods in Nonlinear Analysis,0.682,Q3
ASYMPTOTIC ANALYSIS,0.682,Q4
JOURNAL OF THEORETICAL PROBABILITY,0.682,Q3
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,0.682,Q4 Q4Q4
Turkish Journal of Electrical Engineering and Computer Sciences,0.682,Q4 Q4Q4
CRITICAL INQUIRY,0.681,Q2
HISTORY OF THE HUMAN SCIENCES,0.681,Q2 Q2Q3Q2
JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,0.68,Q3
GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN,0.68,Q4
STATISTICS & PROBABILITY LETTERS,0.68,Q4
Current Proteomics,0.68,Q4 Q4Q4
APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,0.68,Q4 Q4Q4
JOURNAL OF CONTEMPORARY HISTORY,0.679,Q1
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,0.679,Q2 Q2Q4
European Journal of Law and Economics,0.679,Q3 Q4Q3
ANTHROPOLOGISCHER ANZEIGER,0.679,Q3
Hacettepe Journal of Mathematics and Statistics,0.679,Q3 Q3Q4
COMMUNITY DENTAL HEALTH,0.679,Q4
MAMMALIA,0.679,Q4
JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0.679,Q4
CESifo Economic Studies,0.679,Q4
METRIKA,0.679,Q4
PALEONTOLOGICAL RESEARCH,0.679,Q4
Survey Methodology,0.679,Q4 Q4Q4
Journal of East European Management Studies,0.679,Q4
SCIENCE & SPORTS,0.679,Q4
EASTERN MEDITERRANEAN HEALTH JOURNAL,0.678,Q4 Q4Q4Q4
Foundations of Chemistry,0.677,Q3
Miskolc Mathematical Notes,0.677,Q3
DIFFERENTIAL EQUATIONS,0.677,Q3
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,0.677,Q3 Q3Q4
SOCIETY & ANIMALS,0.677,Q3 Q4Q3
INFORMATION PROCESSING LETTERS,0.677,Q4
Biomolecular NMR Assignments,0.677,Q4 Q4Q4
Revista de Psicologia del Deporte,0.677,Q4
AMERICAN MIDLAND NATURALIST,0.677,Q4 Q4Q4
HIGH TEMPERATURE MATERIALS AND PROCESSES,0.677,Q4
LAW PROBABILITY & RISK,0.676,Q3 Q3Q3Q4Q4
MEDICINE SCIENCE AND THE LAW,0.676,Q3 Q3Q4
International Journal of Biostatistics,0.676,Q4 Q4Q4
Contemporary Political Theory,0.676,Q4
Journal of Psychologists and Counsellors in Schools,0.676,Q4 Q4Q4
Journal of Traditional Chinese Medicine,0.676,Q4
SOCIAL BEHAVIOR AND PERSONALITY,0.676,Q4
MIDDLE EAST JOURNAL,0.675,Q3
Politics Philosophy & Economics,0.675,Q4 Q4Q4
Pacific Journal of Optimization,0.675,Q4 Q4Q4
Studia Logica,0.674,Q3 Q3Q3
Australian Journal of Advanced Nursing,0.674,Q4 Q4Q4
MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,0.674,Q4
HELMINTHOLOGIA,0.674,Q4 Q4Q4
JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,0.674,Q3 Q4Q3
ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,0.673,Q3 Q3Q4
JOURNAL OF SYMBOLIC COMPUTATION,0.673,Q4 Q4Q4
FORMAL METHODS IN SYSTEM DESIGN,0.673,Q4
OPTICA APPLICATA,0.673,Q4
PUBLICATIONES MATHEMATICAE-DEBRECEN,0.672,Q3
Families Relationships and Societies,0.672,Q4
Logical Methods in Computer Science,0.672,Q3 Q4Q3
Structural Engineering International,0.672,Q4 Q4Q4
Doklady Biochemistry and Biophysics,0.672,Q4 Q4Q4
Estudios Atacamenos,0.671,Q1 Q3Q1
PHYSICS TEACHER,0.671,Q4 Q4Q4
Cultural Studies-Critical Methodologies,0.67,Q2
Foundations of Science,0.67,Q3
Tehnicki Vjesnik-Technical Gazette,0.67,Q4
Quality Assurance and Safety of Crops & Foods,0.67,Q4
ASTROPHYSICS,0.67,Q4
MATHEMATICAL SOCIAL SCIENCES,0.669,Q4 Q4Q4Q4
COLEOPTERISTS BULLETIN,0.669,Q4
FERROELECTRICS,0.669,Q4 Q4Q4
HORTTECHNOLOGY,0.668,Q3
GLASS PHYSICS AND CHEMISTRY,0.668,Q4
HETEROCYCLES,0.668,Q4
IEEJ Transactions on Electrical and Electronic Engineering,0.668,Q4
QUIMICA NOVA,0.668,Q4
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,0.667,Q4
International Journal of Marine and Coastal Law,0.667,Q3
JOURNAL OF MATERIAL CULTURE,0.667,Q2 Q3Q2
BULLETIN OF THE MENNINGER CLINIC,0.667,Q2 Q4Q2
STANFORD JOURNAL OF INTERNATIONAL LAW,0.667,Q3 Q4Q3
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,0.667,Q4
Asia Pacific Law Review,0.667,Q3
Qualitative Sociology,0.667,Q4
JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,0.667,Q4
REVSTAT-Statistical Journal,0.667,Q4
Eco mont-Journal on Protected Mountain Areas Research,0.667,Q4 Q4Q4
ANALES DEL JARDIN BOTANICO DE MADRID,0.667,Q4
ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,0.667,Q4 Q4Q4
Psychiatry Psychology and Law,0.664,Q3 Q4Q3Q4Q4
Promet-Traffic & Transportation,0.664,Q4
KYBERNETIKA,0.664,Q4
ISIS,0.663,Q3 Q3Q3
AERONAUTICAL JOURNAL,0.663,Q4
Drvna Industrija,0.663,Q3
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0.663,Q3
Indian Journal of Pathology and Microbiology,0.663,Q4
LEPROSY REVIEW,0.663,Q4 Q4Q4Q4Q4
Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa,0.663,Q4
CRYPTOGAMIE BRYOLOGIE,0.662,Q4
ACCREDITATION AND QUALITY ASSURANCE,0.662,Q4 Q4Q4
Documenta Mathematica,0.661,Q3
CRYSTALLOGRAPHY REPORTS,0.661,Q4
JAAPA-Journal of the American Academy of Physician Assistants,0.66,Q4
EXPERIMENTAL MATHEMATICS,0.659,Q3
SPIXIANA,0.659,Q4
Reviews in Cardiovascular Medicine,0.659,Q4
Journal of Medical Imaging and Health Informatics,0.659,Q4 Q4Q4
JOURNAL OF AFRICAN HISTORY,0.658,Q2
Turkish Journal of Mathematics,0.658,Q3
MATHEMATICA SCANDINAVICA,0.658,Q3
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,0.658,Q4 Q4Q4
ACTA GASTRO-ENTEROLOGICA BELGICA,0.658,Q4
Journal of Symplectic Geometry,0.657,Q3
ICHTHYOLOGICAL RESEARCH,0.657,Q4 Q4Q4Q4
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,0.657,Q4
THALASSAS,0.657,Q4 Q4Q4
Iranian Journal of Science and Technology-Transactions of Electrical Engineering,0.657,Q4
Journal of Hematopathology,0.657,Q4 Q4Q4
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,0.656,Q4
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0.656,Q4
Journal of Ship Production and Design,0.656,Q4
CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,0.655,Q3
Asian Journal of Social Science,0.655,Q3 Q3Q4
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,0.655,Q4
Mathematica Slovaca,0.654,Q3
JOURNAL OF SOCIAL SERVICE RESEARCH,0.654,Q4
Chungara-Revista de Antropologia Chilena,0.654,Q3
COMPUTER ANIMATION AND VIRTUAL WORLDS,0.654,Q4
AGROCHIMICA,0.654,Q4 Q4Q4
BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,0.654,Q4
Revista Brasileira de Engenharia Agricola e Ambiental,0.654,Q4
PHYTON-ANNALES REI BOTANICAE,0.654,Q4
INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,0.653,Q4 Q4Q4
BRITTONIA,0.653,Q4
Central European Journal of Public Health,0.653,Q4 Q4Q4
International Journal of Materials Research,0.653,Q4
BOSQUE,0.653,Q4
INDIAN JOURNAL OF PURE & APPLIED PHYSICS,0.653,Q4
CHEMISTRY OF NATURAL COMPOUNDS,0.653,Q4 Q4Q4
SLAVIC REVIEW,0.652,Q3
COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0.651,Q4
ACTA PHYSICA POLONICA B,0.651,Q4
Intelligent Data Analysis,0.651,Q4
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,0.651,Q4
STUDIES IN PHILOSOPHY AND EDUCATION,0.65,Q4
WAR IN HISTORY,0.65,Q2 Q2Q4
ALGORITHMICA,0.65,Q4 Q4Q4
AFRICAN ENTOMOLOGY,0.65,Q4
FEDERAL RESERVE BANK OF ST LOUIS REVIEW,0.65,Q4 Q4Q4
DOKLADY PHYSICS,0.65,Q4 Q4Q4
HISTORY WORKSHOP JOURNAL,0.649,Q2
BUFFALO LAW REVIEW,0.649,Q4
Journal of Geometric Mechanics,0.649,Q4 Q4Q4
JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,0.649,Q4
Journal of Applied Mechanics and Technical Physics,0.649,Q4 Q4Q4
Central Asian Survey,0.648,Q3
English Teaching-Practice and Critique,0.648,Q3 Q4Q3
KSII Transactions on Internet and Information Systems,0.648,Q4 Q4Q4
JOURNAL OF MODERN HISTORY,0.647,Q2
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,0.647,Q3 Q4Q3
TAIWANESE JOURNAL OF MATHEMATICS,0.647,Q3
JOURNAL OF ANTHROPOLOGICAL RESEARCH,0.647,Q3
Mediterranean Botany,0.647,Q4
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0.647,Q4
TAIWANIA,0.647,Q4
JOURNAL OF THE LEPIDOPTERISTS SOCIETY,0.646,Q4
EUROPEAN JOURNAL OF PSYCHIATRY,0.646,Q4
Metallurgical Research & Technology,0.646,Q4
JOURNAL OF ASIAN STUDIES,0.645,Q3
English Today,0.645,Q3
STATISTICS,0.645,Q4
Translation and Interpreting Studies,0.644,Q3
PESQUISA AGROPECUARIA BRASILEIRA,0.644,Q3
MEDICC Review,0.644,Q4 Q4Q4
FIBER AND INTEGRATED OPTICS,0.644,Q4
LINGUA,0.643,Q3
HERPETOZOA,0.643,Q4
WATER QUALITY RESEARCH JOURNAL OF CANADA,0.643,Q4
Journal of the Southern African Institute of Mining and Metallurgy,0.643,Q4 Q4Q4
Sains Malaysiana,0.643,Q4
JOURNAL OF SYMBOLIC LOGIC,0.642,Q3 Q3Q3
ARS Mathematica Contemporanea,0.642,Q3 Q3Q4
Radiation Effects and Defects in Solids,0.642,Q4 Q4Q4Q4
ACTA MEDICA OKAYAMA,0.642,Q4
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,0.642,Q4 Q4Q4
ETHNOHISTORY,0.641,Q2 Q3Q2
ELECTRONIC JOURNAL OF COMBINATORICS,0.641,Q3 Q3Q4
Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,0.641,Q4
CARYOLOGIA,0.641,Q4 Q4Q4
SEMICONDUCTORS,0.641,Q4
JOURNAL OF EAST ASIAN LINGUISTICS,0.64,Q3
JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,0.64,Q4
Nephrologie & Therapeutique,0.639,Q4
FEMINIST STUDIES,0.639,Q3
AUSTRALIAN FEMINIST STUDIES,0.638,Q3
PROGRAMMING AND COMPUTER SOFTWARE,0.637,Q4
ZYGON,0.636,Q4
Journal of Moral Philosophy,0.636,Q4
JOURNAL OF FUSION ENERGY,0.636,Q4
SOCIETY,0.636,Q4 Q4Q4
JOURNAL FRANCAIS D OPHTALMOLOGIE,0.636,Q4
Contributions of the Astronomical Observatory Skalnate Pleso,0.636,Q4
HARVARD JOURNAL OF LAW AND PUBLIC POLICY,0.635,Q4
JOURNAL OF POST KEYNESIAN ECONOMICS,0.635,Q4
Oral Radiology,0.635,Q4
Neural Network World,0.635,Q4
Revista Internacional de Andrologia,0.635,Q4
Historia Agraria,0.634,Q2
Review of International Economics,0.634,Q4
Nigerian Journal of Clinical Practice,0.634,Q4
Psicologica,0.633,Q4
Topics in Applied Physics,0.633,Q4
Brazilian Journal of Probability and Statistics,0.632,Q4
Electronic Journal of Linear Algebra,0.631,Q3
Integrative Psychological and Behavioral Science,0.631,Q4
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,0.631,Q4 Q4Q4Q4
JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,0.63,Q3 Q3Q4
Journal of Seed Science,0.63,Q4
Journal of Fiber Science and Technology,0.63,Q3 Q3Q4
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,0.63,Q4
ACTA ICHTHYOLOGICA ET PISCATORIA,0.629,Q4 Q4Q4
HUMAN BIOLOGY,0.629,Q3 Q3Q4Q4
OSTRICH,0.628,Q3
TURKISH JOURNAL OF ZOOLOGY,0.628,Q4
Journal of Korea Trade,0.628,Q4
Acta Medica Portuguesa,0.628,Q4
Acta Histriae,0.627,Q2
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,0.627,Q3
International Journal of Maritime Engineering,0.627,Q4
Ingenieria e Investigacion,0.627,Q4
MATHEMATICAL NOTES,0.626,Q3
English in Education,0.625,Q4
CORNELL INTERNATIONAL LAW JOURNAL,0.625,Q4 Q4Q4
JOURNAL OF LEISURE RESEARCH,0.625,Q4 Q4Q4
SOCIOLOGICAL SPECTRUM,0.625,Q4
FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,0.625,Q4
Seminars in Orthodontics,0.625,Q4
Propagation of Ornamental Plants,0.625,Q3
Materials Science-Medziagotyra,0.625,Q4
JOURNAL OF ASIAN AND AFRICAN STUDIES,0.624,Q3
Algebra and Logic,0.624,Q3 Q3Q3
ALEA-Latin American Journal of Probability and Mathematical Statistics,0.624,Q4
Sylwan,0.624,Q4
RUSSIAN JOURNAL OF ORGANIC CHEMISTRY,0.624,Q4
STUDIES IN CONSERVATION,0.623,Q4 Q4Q4Q4
NATIONAL TAX JOURNAL,0.623,Q4 Q4Q4
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0.623,Q4
ECOLOGY LAW QUARTERLY,0.622,Q4 Q4Q4
Australasian Journal of Early Childhood,0.622,Q4
